id	string	family	given	name	flag	start	end
bm000372477	Shake, R.E. (fl. 1962)	Shake	R.E.	R.E. Shake	fl. 	1962	
bm000343173	Ramsaur, W.	Ramsaur	W.	W. Ramsaur			
bm000343667	Burer, J.	Burer	J.	J. Burer			
bm000129811	Mogenet	Mogenet             					
bm000009708	Lebrun, Jean-Pierre Albert (1932-)	Lebrun	Jean-Pierre Albert	Jean-Pierre Albert Lebrun		1932	
bm000335432	Hartley, Thomas Gordon (1931-)	Hartley	Thomas Gordon	Thomas Gordon Hartley		1931	
bm000034230	Walters, J.A.T. (fl. 1917-1919)	Walters	J.A.T.	J.A.T. Walters	fl. 	1917	1919
bm000401278	Veselsky, Bedřich (Friedrich) (1813-1866)	Veselsky	Bedřich	Bedřich Veselsky			
bm000026519	Van Rooyen, Noel (1950-)	Van Rooyen	Noel	Noel Van Rooyen		1950	
bm000154418	Vallejos, J.	Vallejos	J.	J. Vallejos			
bm000381274	Wei, Yi-Gang	Wei	Yi-Gang	Yi-Gang Wei			
bm000358035	Harris, I.	Harris	I.	I. Harris			
bm000040836	Castellano, José C. (fl. 1927-1932)	Castellano	José C.	José C. Castellano	fl. 	1927	1932
bm000116474	Dik, Alberto (fl. 1985-1994)	Dik	Alberto	Alberto Dik	fl. 	1985	1994
bm000143139	Estrada, Carmen L. de (fl. 1975)	Estrada	Carmen L. de	Carmen L. de Estrada	fl. 	1975	
bm000126050	Cook, W.B.	Cook	W.B.	W.B. Cook			
bm000053827	Godman, E. (fl. 1919-1924)	Godman	E.	E. Godman	fl. 	1919	1924
bm000154238	Tandang, A. (fl. 1982)	Tandang	A.	A. Tandang	fl. 	1982	
bm000050702	Lodd	Lodd             					
bm000151799	Hirai, R.Y. (1973-)	Hirai	R.Y.	R.Y. Hirai		1973	
bm000367067	Leuchtmann, Adrian (1956-)	Leuchtmann	Adrian	Adrian Leuchtmann		1956	
bm000040531	Ragazzi, Vincenzo (1856-)	Ragazzi	Vincenzo	Vincenzo Ragazzi		1856	
bm000049707	Berton (fl. 1914)	Berton (fl. 1914)             					
bm000347120	Hering	Hering             					
bm000381167	Beling, Theodor (1816-1898)	Beling	Theodor	Theodor Beling		1816	1898
bm000150300	Barrandon, Auguste (1814-1897)	Barrandon	Auguste	Auguste Barrandon		1814	1897
bm000345848	Mendaçolli, Sigrid L.J.	Mendaçolli	Sigrid L.J.	Sigrid L.J. Mendaçolli			
bm000340596	Austen-Leigh, Edward	Austen-Leigh	Edward	Edward Austen-Leigh			
bm000348398	Adams, Roy Henry (1905-)	Adams	Roy Henry	Roy Henry Adams		1905	
bm000374281	Everaarts, Ary Pieter	Everaarts	Ary Pieter	Ary Pieter Everaarts			
bm000356673	Clarke, A.A.	Clarke	A.A.	A.A. Clarke			
bm000401089	Sokalsky, N.D.	Sokalsky	N.D.	N.D. Sokalsky			
bm000139671	Harvey, James Clay	Harvey	James Clay	James Clay Harvey			
bm000379087	Blandowski, William von	Blandowski	William von	William von Blandowski			
bm000359950	Borel, André	Borel	André	André Borel			
bm000152079	Kaul, R.B. (fl. 1962-1987)	Kaul	R.B.	R.B. Kaul	fl. 	1962	1987
bm000380991	Hommey	Hommey             					
bm000393166	Rudge, Edward (1763-1846)	Rudge	Edward	Edward Rudge		1763	1846
bm000355108	Marschner, Hans (1912-)	Marschner	Hans	Hans Marschner		1912	
bm000141415	Fresneau, François (1703-1770)	Fresneau	François	François Fresneau		1703	1770
bm000151208	Evans, T.M. (fl. 1989)	Evans	T.M.	T.M. Evans	fl. 	1989	
bm000381792	Rico, R. (1959-)	Rico	R.	R. Rico		1959	
bm000366574	Liu, Jun (1965-)	Liu	Jun	Jun Liu		1965	
bm000154043	Soegeng-Reksodihardjo, Wertit (1935-)	Soegeng-Reksodihardjo	Wertit	Wertit Soegeng-Reksodihardjo		1935	
bm000127958	Parkinson, K.M. (fl. 1932)	Parkinson	K.M.	K.M. Parkinson	fl. 	1932	
bm000131702	Teunissen, M. (fl. 1976)	Teunissen	M.	M. Teunissen	fl. 	1976	
bm000373028	Lyon, William Scrugham (1852-1916)	Lyon	William Scrugham	William Scrugham Lyon		1852	1916
bm000338939	Ulabsov, G. (fl. 1933)	Ulabsov	G.	G. Ulabsov	fl. 	1933	
bm000347807	Reinhold, L.	Reinhold	L.	L. Reinhold			
bm000374503	Atasrip (-1921)	Atasrip (-1921)             					
bm000363071	Aizpuru Oiarbide, Iñaki (1956-)	Aizpuru Oiarbide	Iñaki	Iñaki Aizpuru Oiarbide		1956	
bm000350434	Wagner, Heinrich	Wagner	Heinrich	Heinrich Wagner			
bm000383555	Berkley, J. (fl. 1824-1832)	Berkley	J.	J. Berkley	fl. 	1824	1832
bm000050370	Aguirre, Eduardo C.S. (1958-)	Aguirre	Eduardo C.S.	Eduardo C.S. Aguirre		1958	
bm000023737	Mitchell, W.B.G. (fl. 1930)	Mitchell	W.B.G.	W.B.G. Mitchell	fl. 	1930	
bm000380975	Francini-Corti, Eleonora (1904-)	Francini-Corti	Eleonora	Eleonora Francini-Corti		1904	
bm000152886	Ndomba, E.	Ndomba	E.	E. Ndomba			
bm000361883	Johanning, Douglas	Johanning	Douglas	Douglas Johanning			
bm000343765	Danoesoekarto	Danoesoekarto             					
bm000047799	Soares, José de Ribamar Pinto	Soares	José de Ribamar Pinto	José de Ribamar Pinto Soares			
bm000140481	Biffi, Daniella (fl. 2004)	Biffi	Daniella	Daniella Biffi	fl. 	2004	
bm000339358	Largeach, J.	Largeach	J.	J. Largeach			
bm000040906	Lewis, J.P. (1952-)	Lewis	J.P.	J.P. Lewis		1952	
bm000060321	Rattray, R.S. (fl. 1922)	Rattray	R.S.	R.S. Rattray	fl. 	1922	
bm000151262	Ferrer, H.	Ferrer	H.	H. Ferrer			
bm000007315	Saint-Hilaire, Auguste François César Prouvençal de (1779-1853)	Saint-Hilaire	Auguste François César Prouvençal de	Auguste François César Prouvençal de Saint-Hilaire		1779	1853
bm000141484	Jones, Loring M. (fl. 1947)	Jones	Loring M.	Loring M. Jones	fl. 	1947	
bm000374280	Laborde, J.	Laborde	J.	J. Laborde			
bm000367030	Latourrette, Marc Antoine Louis Claret de (Fleurieu de) (1729-1793)	Latourrette	Marc Antoine Louis Claret de	Marc Antoine Louis Claret de Latourrette			
bm000357649	Aubé, Charles (1802-1869)	Aubé	Charles	Charles Aubé		1802	1869
bm000339708	Hamson, John (1858-1930)	Hamson	John	John Hamson		1858	1930
bm000150415	Birdsong, A. (fl. 1980)	Birdsong	A.	A. Birdsong	fl. 	1980	
bm000339530	Spencer, Helen	Spencer	Helen	Helen Spencer			
bm000380664	Babbage, Benjamin Herschel (1815-1878)	Babbage	Benjamin Herschel	Benjamin Herschel Babbage		1815	1878
bm000036721	Santos, Rosangela Araújo dos (1954-)	Santos	Rosangela Araújo dos	Rosangela Araújo dos Santos		1954	
bm000375554	Jensen Harrison, Lorna (1912-2004)	Jensen Harrison	Lorna	Lorna Jensen Harrison		1912	2004
bm000355956	Bretherton, Bernard J.	Bretherton	Bernard J.	Bernard J. Bretherton			
bm000030971	Orléans, Henri d' (1867-1901)	Orléans	Henri d'	Henri d' Orléans		1867	1901
bm000154652	Withering, William (1741-1799)	Withering	William	William Withering		1741	1799
bm000355625	Xie, Chao-Jun	Xie	Chao-Jun	Chao-Jun Xie			
bm000027980	Kwafo, S.E.N.	Kwafo	S.E.N.	S.E.N. Kwafo			
bm000029616	Sheldrake, P.J. (fl. 1959)	Sheldrake	P.J.	P.J. Sheldrake	fl. 	1959	
bm000348916	Wilson, J.C.	Wilson	J.C.	J.C. Wilson			
bm000032463	Marinho, Lucival, R. (fl. 1982)	Marinho	Lucival, R.	Lucival, R. Marinho	fl. 	1982	
bm000003871	Humboldt, Friedrich Wilhelm Heinrich Alexander von (1769-1859)	Humboldt	Friedrich Wilhelm Heinrich Alexander von	Friedrich Wilhelm Heinrich Alexander von Humboldt		1769	1859
bm000139388	Diego del Castillo, Juan	Diego del Castillo	Juan	Juan Diego del Castillo			
bm000340557	Beckerlegge, O.	Beckerlegge	O.	O. Beckerlegge			
bm000379061	Rodd, Anthony N.	Rodd	Anthony N.	Anthony N. Rodd			
bm000362239	Eriksson, P.E.	Eriksson	P.E.	P.E. Eriksson			
bm000125664	Marloth, Rudolf	Marloth	Rudolf	Rudolf Marloth			
bm000392370	Kao, Tso-Ching (1926-)	Kao	Tso-Ching	Tso-Ching Kao		1926	
bm000383104	Barretto, Gloria D'Almada	Barretto	Gloria D'Almada	Gloria D'Almada Barretto			
bm000337326	Mordovkin, Semen	Mordovkin	Semen	Semen Mordovkin			
bm000358202	Worley, Ian A.	Worley	Ian A.	Ian A. Worley			
bm000061778	Dubois (fl. 1930-1938)	Dubois (fl. 1930-1938)             					
bm000344042	Amat	Amat             					
bm000326892	Thomson, Bruce G. (1956-)	Thomson	Bruce G.	Bruce G. Thomson		1956	
bm000366656	Luo, Jin-Yu (1940-)	Luo	Jin-Yu	Jin-Yu Luo		1940	
bm000362168	Beckman, Th.	Beckman	Th.	Th. Beckman			
bm000026694	Dash, John Sydney (1887-)	Dash	John Sydney	John Sydney Dash		1887	
bm000377989	García, Nicomedes	García	Nicomedes	Nicomedes García			
bm000050000	Lampe, María G. de	Lampe	María G. de	María G. de Lampe			
bm000372886	Smiley, Frank Jason (1880-1969)	Smiley	Frank Jason	Frank Jason Smiley		1880	1969
bm000355853	Bullard, Charles	Bullard	Charles	Charles Bullard			
bm000500194	Søchting, Ulrik (fl. 1989-2011)	Søchting	Ulrik	Ulrik Søchting	fl. 	1989	2011
bm000330204	Fries, Elias Theodor (Thore) (1875-)	Fries	Elias Theodor	Elias Theodor Fries			
bm000382004	Weiss, (Joseph Gustav) Adolf (1837-1894)	Weiss					
bm000365287	Napier, C.M. (fl. 1894)	Napier	C.M.	C.M. Napier	fl. 	1894	
bm000339625	Schönberg, Heidi	Schönberg	Heidi	Heidi Schönberg			
bm000378854	Tenney, G.E.	Tenney	G.E.	G.E. Tenney			
bm000037664	Queiroz, Luciano Paganucci de (1958-)	Queiroz	Luciano Paganucci de	Luciano Paganucci de Queiroz		1958	
bm000373579	Tennant, David (fl. 1970-1982)	Tennant	David	David Tennant	fl. 	1970	1982
bm000344080	Hellwig, F.E.	Hellwig	F.E.	F.E. Hellwig			
bm000130929	Realy, J. (fl. 2004)	Realy	J.	J. Realy	fl. 	2004	
bm000371416	Jameson, William (1815-1882)	Jameson	William	William Jameson		1815	1882
bm000034671	Booysen, Lisabel Irene (1919-2008)	Booysen	Lisabel Irene	Lisabel Irene Booysen		1919	2008
bm000332834	Ito, E.	Ito	E.	E. Ito			
bm000345693	IJzerman, Jan Willem (1851-1932)	IJzerman	Jan Willem	Jan Willem IJzerman		1851	1932
bm000363151	Aston, Helen Isabel (1934-)	Aston	Helen Isabel	Helen Isabel Aston		1934	
bm000350764	MacRae, William Frederick	MacRae	William Frederick	William Frederick MacRae			
bm000006914	Reeves, Robert Gatlin (1898-)	Reeves	Robert Gatlin	Robert Gatlin Reeves		1898	
bm000034315	Gallinal H., Juan P. (fl. 1935-1946)	Gallinal H.	Juan P.	Juan P. Gallinal H.	fl. 	1935	1946
bm000370097	Zhuang, Mao-Chang (1916-)	Zhuang	Mao-Chang	Mao-Chang Zhuang		1916	
bm000337278	Pray, F.L.	Pray	F.L.	F.L. Pray			
bm000132576	Rakotovao, Ed. Robert (fl. 1952)	Rakotovao	Ed. Robert	Ed. Robert Rakotovao	fl. 	1952	
bm000367892	Xiang, Qiu-Yun (1962-)	Xiang	Qiu-Yun	Qiu-Yun Xiang		1962	
bm000337508	Peran	Peran             					
bm000348427	Bergquist, Gullevi	Bergquist	Gullevi	Gullevi Bergquist			
bm000041978	Anderson, Tania A. (1965-)	Anderson	Tania A.	Tania A. Anderson		1965	
bm000361314	Foulkes, Thomas	Foulkes	Thomas	Thomas Foulkes			
bm000347359	Orrok, George Alexander (1867-1944)	Orrok	George Alexander	George Alexander Orrok		1867	1944
bm000400619	Kuwahara, Yukinobu (1927-)	Kuwahara	Yukinobu	Yukinobu Kuwahara		1927	
bm000363040	Takeda, Akimasa	Takeda	Akimasa	Akimasa Takeda			
bm000137892	Alas, J. (fl. 2002)	Alas	J.	J. Alas	fl. 	2002	
bm000347026	Tretjakov	Tretjakov             					
bm000127840	Samaritini, Giovanni Battista	Samaritini	Giovanni Battista	Giovanni Battista Samaritini			
bm000125931	Manson, Johan (1950-)	Manson	Johan	Johan Manson		1950	
bm000381497	Stubs, Jos.	Stubs	Jos.	Jos. Stubs			
bm000380784	Blair, Erwin (Erve) G. (1865-1965)	Blair	Erwin	Erwin Blair			
bm000200445	Robinson, Herbert Christopher (1874-1929)	Robinson	Herbert Christopher	Herbert Christopher Robinson		1874	1929
bm000378363	Stutz, H.	Stutz	H.	H. Stutz			
bm000349885	Preiswerk, S.M.D.	Preiswerk	S.M.D.	S.M.D. Preiswerk			
bm000364677	Mallalieu, J.S.	Mallalieu	J.S.	J.S. Mallalieu			
bm000358489	Fägge	Fägge             					
bm000360972	Widén, Karl-Gustav	Widén	Karl-Gustav	Karl-Gustav Widén			
bm000338576	Casnerow	Casnerow             					
bm000011226	Dix, Margaret A. (1939-)	Dix	Margaret A.	Margaret A. Dix		1939	
bm000064003	Swift (fl. 1959)	Swift (fl. 1959)             					
bm000130085	Phillips, Oliver L. (fl. 1984-2006)	Phillips	Oliver L.	Oliver L. Phillips	fl. 	1984	2006
bm000052171	Salinas, Felipe	Salinas	Felipe	Felipe Salinas			
bm000344329	Zwet, A.J. van	Zwet	A.J. van	A.J. van Zwet			
bm000336737	Bagge, August Wilhelm (1845-)	Bagge	August Wilhelm	August Wilhelm Bagge		1845	
bm000369181	Thomsen, Christen (1822-1874)	Thomsen	Christen	Christen Thomsen		1822	1874
bm000378277	Marchetti, Dino (1942-)	Marchetti	Dino	Dino Marchetti		1942	
bm000152123	Kettle, C. (fl. 2002)	Kettle	C.	C. Kettle	fl. 	2002	
bm000038889	Christy, Thomas (1832-1905)	Christy	Thomas	Thomas Christy		1832	1905
bm000365375	Galbraith, W.	Galbraith	W.	W. Galbraith			
bm000060736	Blow, Thomas Bates (1854-1941)	Blow	Thomas Bates	Thomas Bates Blow		1854	1941
bm000130573	Medjroubi, K. (fl. 2002-2003)	Medjroubi	K.	K. Medjroubi	fl. 	2002	2003
bm000369166	Birbridge	Birbridge             					
bm000080072	Martin, Philip Michael Dunlop (fl. 1964-1989)	Martin	Philip Michael Dunlop	Philip Michael Dunlop Martin	fl. 	1964	1989
bm000139690	Heras S., Graciela	Heras S.	Graciela	Graciela Heras S.			
bm000340249	Ruddle (fl. 1913)	Ruddle (fl. 1913)             					
bm000350690	Chinnery, Ernest William Pearson (1887-)	Chinnery	Ernest William Pearson	Ernest William Pearson Chinnery		1887	
bm000356257	Pignatti Wikus, Erika	Pignatti Wikus	Erika	Erika Pignatti Wikus			
bm000147273	Ramos, A.E.	Ramos	A.E.	A.E. Ramos			
bm000002633	Focke, Hendrik Charles (1802-1856)	Focke	Hendrik Charles	Hendrik Charles Focke		1802	1856
bm000327676	Tourlet, Ernest Henry (1843-1907)	Tourlet	Ernest Henry	Ernest Henry Tourlet		1843	1907
bm000045650	McCosh, F.W.J. (1907-)	McCosh	F.W.J.	F.W.J. McCosh		1907	
bm000035966	Da Silva, Mário Alberto Calane	Da Silva	Mário Alberto Calane	Mário Alberto Calane Da Silva			
bm000338833	Misson (fl. 1902)	Misson (fl. 1902)             					
bm000358373	Snelgrove, Edward (1859-1934)	Snelgrove	Edward	Edward Snelgrove		1859	1934
bm000332406	Jermyn, Stanley Thomas (1909-1973)	Jermyn	Stanley Thomas	Stanley Thomas Jermyn		1909	1973
bm000126021	Bock, K.R.	Bock	K.R.	K.R. Bock			
bm000401069	Smith, A.M. (fl. 1870)	Smith	A.M.	A.M. Smith	fl. 	1870	
bm000375483	Biondi, Antonio (1848-1929)	Biondi	Antonio	Antonio Biondi		1848	1929
bm000360114	Wray, W.B.	Wray	W.B.	W.B. Wray			
bm000359772	Kendall, Mabel Winifred (1920-)	Kendall	Mabel Winifred	Mabel Winifred Kendall		1920	
bm000344801	Sobrinho, G.	Sobrinho	G.	G. Sobrinho			
bm000011707	Roubik, David Ward (fl. 1978-2002)	Roubik	David Ward	David Ward Roubik	fl. 	1978	2002
bm000353537	Zuidema, A.	Zuidema	A.	A. Zuidema			
bm000152692	Membrives, N. (fl. 1999)	Membrives	N.	N. Membrives	fl. 	1999	
bm000371797	Bailey, John Frederick (1866-1938)	Bailey	John Frederick	John Frederick Bailey		1866	1938
bm000370087	Ma, Xiao-Jie (1968-)	Ma	Xiao-Jie	Xiao-Jie Ma		1968	
bm000364293	Pitt, H.T. (fl. 1903)	Pitt	H.T.	H.T. Pitt	fl. 	1903	
bm000350647	Clarke, J.A.	Clarke	J.A.	J.A. Clarke			
bm000142958	Parry, M.S.	Parry	M.S.	M.S. Parry			
bm000127359	Gordon, William Anthony (1910-)	Gordon	William Anthony	William Anthony Gordon		1910	
bm000374335	Botschantzeva, Vera Victorovna (1946-)	Botschantzeva	Vera Victorovna	Vera Victorovna Botschantzeva		1946	
bm000354581	Meyraud	Meyraud             					
bm000500128	Boland, D.J. (1947-)	Boland	D.J.	D.J. Boland		1947	
bm000350305	Breval	Breval             					
bm000127313	Enjong	Enjong             					


